0 2.000000 0.000000
1 325.889475 10.431677 RELAY
2 362.316775 1.241361 ACTIVE
3 50.794727 22.567903 RELAY
4 365.350342 23.619680 ACTIVE
5 252.943698 12.271602 ACTIVE
6 39.016162 12.231316 SLEEP
7 111.399288 8.442985 RELAY
8 218.752608 22.501346 SLEEP
9 383.002734 9.231170 SLEEP
10 385.955414 2.780069 FAIL
11 63.045233 19.506302 SLEEP
12 388.237113 9.743471 SLEEP
13 382.866779 6.042282 SLEEP
14 194.150259 10.097804 ACTIVE
15 320.112188 2.411363 SLEEP
16 56.754535 3.299332 SLEEP
17 168.704513 23.551265 SLEEP
18 366.294210 23.903364 RELAY
19 316.882932 14.380215 RELAY
20 383.796971 1.494489 SLEEP
21 262.296280 5.869498 ACTIVE
22 14.284671 8.828964 RELAY
23 339.651722 20.529851 SLEEP
24 373.597299 0.385086 FAIL
25 271.494062 1.075595 SLEEP
26 303.096052 4.224751 FAIL
27 297.252987 16.227887 SLEEP
28 156.890808 18.293060 FAIL
29 262.191156 16.193649 ACTIVE
30 68.474675 11.273093 SLEEP
31 282.418435 13.675222 ACTIVE
32 12.733139 7.408020 SLEEP
33 110.769194 18.617320 SLEEP
34 18.468556 4.723875 SLEEP
35 38.852712 17.169386 SLEEP
36 329.383131 4.587779 SLEEP
37 277.931449 9.212115 SLEEP
38 126.839792 15.640464 FAIL
39 380.088820 19.505686 SLEEP
40 13.778432 2.028144 FAIL
41 175.497744 23.234649 ACTIVE
42 152.623383 19.392817 ACTIVE
43 306.206715 12.169791 SLEEP
44 318.079960 10.896465 RELAY
45 74.749042 11.169594 SLEEP
46 195.905758 7.658737 ACTIVE
47 178.234480 12.712716 RELAY
48 258.525204 12.769289 SLEEP
49 283.745932 20.440693 ACTIVE
50 301.874673 19.870785 SLEEP
51 110.410031 16.107953 FAIL
52 271.881071 9.465235 ACTIVE
53 262.039202 20.289511 ACTIVE
54 65.044694 13.320640 RELAY
55 47.599073 8.768178 ACTIVE
56 199.345621 23.475039 ACTIVE
57 383.897583 21.898570 ACTIVE
58 136.154291 13.753909 ACTIVE
59 234.107100 15.561877 ACTIVE
60 89.524776 14.676118 ACTIVE
61 300.506824 5.193557 SLEEP
62 102.038046 7.531158 ACTIVE
63 202.382821 11.773084 RELAY
64 279.630689 5.762204 SLEEP
65 356.361301 21.107720 RELAY
66 383.716570 4.869107 RELAY
67 218.886212 5.648045 ACTIVE
68 55.449777 4.267701 ACTIVE
69 59.717602 5.691607 RELAY
70 103.003302 10.892467 SLEEP
71 336.286902 7.777557 SLEEP
72 101.712872 23.084491 ACTIVE
73 325.713930 10.755185 ACTIVE
74 97.409987 4.620408 RELAY
75 371.705449 22.622024 SLEEP
76 139.993506 79.493709 ACTIVE
77 78.638100 65.971749 FAIL
78 100.433543 57.777981 ACTIVE
79 246.417870 61.451617 SLEEP
80 189.315540 65.217996 FAIL
81 140.663803 69.872402 ACTIVE
82 332.331451 61.555294 ACTIVE
83 234.105636 70.071077 ACTIVE
84 219.889443 72.780395 ACTIVE
85 366.877466 60.543668 SLEEP
86 114.335608 57.935441 FAIL
87 302.880092 62.416897 ACTIVE
88 301.491638 62.969458 SLEEP
89 152.178339 65.604169 FAIL
90 227.128656 67.696457 SLEEP
91 30.341716 57.137895 SLEEP
92 21.580047 61.562056 ACTIVE
93 212.319021 75.025366 SLEEP
94 311.666892 55.730507 SLEEP
95 373.604274 78.221353 FAIL
96 51.962483 73.258272 SLEEP
97 227.529464 67.215224 FAIL
98 187.756256 69.463127 SLEEP
99 4.760828 60.932089 SLEEP
100 134.849058 66.471221 RELAY
101 64.872923 79.077213 ACTIVE
102 317.713816 68.670143 ACTIVE
103 124.486017 68.028396 FAIL
104 211.413254 60.789860 ACTIVE
105 66.259492 67.222444 ACTIVE
106 240.792777 70.601502 SLEEP
107 105.188514 71.978389 ACTIVE
108 261.631639 64.887880 ACTIVE
109 275.685801 64.185916 ACTIVE
110 299.260637 79.699550 RELAY
111 180.216639 55.943472 SLEEP
112 33.528551 77.129200 ACTIVE
113 91.590787 77.832171 SLEEP
114 365.334945 74.904597 RELAY
115 60.951208 57.467807 SLEEP
116 330.326791 61.546780 ACTIVE
117 215.336974 63.383921 ACTIVE
118 398.453887 71.993199 ACTIVE
119 31.270212 58.413828 ACTIVE
120 177.071308 73.030687 SLEEP
121 42.661108 57.669047 ACTIVE
122 384.759232 71.343934 SLEEP
123 1.853690 67.354348 ACTIVE
124 309.964186 74.476293 SLEEP
125 326.921288 72.875927 RELAY
126 347.477882 77.593014 SLEEP
127 33.774338 77.273063 SLEEP
128 159.913060 63.354076 ACTIVE
129 103.948161 72.468646 ACTIVE
130 320.027392 59.945246 RELAY
131 172.565531 55.763524 SLEEP
132 364.259038 73.601857 SLEEP
133 72.738811 67.500561 ACTIVE
134 105.521167 66.998054 ACTIVE
135 58.215592 77.618056 ACTIVE
136 54.427423 70.246666 ACTIVE
137 347.716883 70.441660 RELAY
138 231.881835 76.486058 FAIL
139 219.944081 75.137236 ACTIVE
140 57.981919 69.418038 ACTIVE
141 341.212447 59.573062 ACTIVE
142 248.822053 60.998300 SLEEP
143 140.380952 77.162798 SLEEP
144 205.299816 55.716854 RELAY
145 160.723214 67.247535 SLEEP
146 30.386677 59.198179 ACTIVE
147 95.966461 79.467016 SLEEP
148 49.327574 72.817362 SLEEP
149 73.563115 67.511791 RELAY
150 95.981010 66.777209 ACTIVE
